book_id,user_id,rating
11,21733,2
11,22602,5
11,26244,4
11,28824,1
11,29703,5
11,32592,4
11,33065,2
11,43985,4
11,45269,4
11,47746,3
11,48687,5
12,2077,3
12,5379,4
12,8669,4
12,11599,3
12,11691,3
12,11927,3
12,13000,4
12,13274,4
12,14285,3
12,18199,3
12,21217,3
12,24326,3
12,24582,3
12,26398,4
12,28158,3
12,29031,3
12,29123,2
12,32748,3
12,33872,5
12,36695,3
12,38082,5
12,43985,3
12,48482,3
12,48687,5
12,49295,5
12,49297,5
12,49830,5
12,50101,5
12,50102,5
12,51065,3
12,52469,5
12,52583,5
12,53145,5
13,1169,3
13,3022,2
13,3922,5
13,5115,4
13,7001,3
13,8167,4
13,10610,5
13,11285,3
13,11691,5
13,12946,5
13,13794,3
13,14546,5
13,19526,5
13,19724,5
13,21217,4
13,25164,4
13,30794,4
13,38865,2
13,42574,4
13,43985,4
13,45269,5
13,45554,4
13,47411,3
13,49288,5
13,49289,5
13,49295,5
13,50101,5
13,51480,2
13,52036,5
14,1952,5
14,7001,3
14,8370,3
14,8484,3
14,8510,3
14,12381,4
14,12874,4
14,18313,1
14,19526,5
14,21228,4
14,21733,3
14,22164,2
14,22602,3
14,24834,5
14,25182,4
14,27834,5
14,27934,4
14,32305,5
14,33065,4
14,33697,5
14,38865,2
14,42404,3
14,42810,4
14,45493,4
14,48559,3
14,48687,5
14,49288,5
14,50101,5
14,51460,3
14,53292,5
15,2171,4
15,2487,4
15,5272,5
15,7001,4
15,9731,4
15,10140,3
15,10610,3
15,11569,4
15,12946,4
15,13274,5
15,13544,4
15,13794,5
15,14192,4
15,14546,5
15,16569,4
15,19724,5
15,19942,4
15,21676,5
15,23612,5
15,25164,4
15,27499,4
15,28767,3
15,30313,4
15,33697,5
15,42810,3
15,43622,3
15,47800,5
15,49298,4
15,50104,5
15,53292,5
16,5115,4
16,5885,5
16,6630,5
16,9806,5
16,10509,5
16,11692,4
16,17643,5
16,17663,4
16,19526,5
16,26579,4
16,28158,4
16,29951,2
16,37284,4
16,37834,5
16,43622,2
16,46139,5
16,46977,2
16,47476,2
16,50101,5
16,51166,4
16,51460,4
17,314,4
17,3662,4
17,5379,4
17,6252,3
17,9722,4
17,10140,4
17,10146,4
17,10246,4
17,10944,5
17,11239,4
17,13274,5
17,13282,5
17,13360,4
17,15494,4
17,16569,3
17,18031,3
17,18313,5
17,18361,4
17,19729,4
17,21713,4
17,24582,4
17,24845,5
17,26053,4
17,26718,5
17,33065,4
17,33147,2
17,33697,4
17,33864,3
17,41318,4
17,43602,4
17,45269,4
17,47476,3
17,51460,3
18,439,4
18,1169,3
18,3922,5
18,5436,5
18,9722,4
18,9731,4
18,10944,4
18,11285,4
18,11408,4
18,11999,3
18,12471,5
18,15318,3
18,16569,4
18,17566,4
18,17643,2
18,18361,4
18,19724,5
18,19729,4
18,21713,4
18,25164,4
18,31001,5
18,32918,5
18,33065,5
18,33697,4
18,45554,4
18,46421,5
18,47800,5
18,48559,4
18,51065,5
18,51838,5
18,52036,2
18,53292,5
19,588,4
19,1185,3
19,3022,4
19,3739,5
19,3922,5
19,4536,4
19,5115,5
19,9246,2
19,10140,3
19,11408,2
19,11445,5
19,12381,5
19,12946,5
19,16569,5
19,18313,1
19,19526,5
19,22164,4
19,23576,2
19,25278,5
19,26629,4
19,28767,2
19,29819,1
19,30944,5
19,32305,5
19,38865,5
19,42508,4
19,42810,5
19,43602,4
19,46421,5
19,48482,3
19,48559,3
19,49295,5
19,49297,5
19,49298,5
19,51166,4
19,51838,4
19,52036,5
19,53292,5
20,439,5
20,588,3
20,1185,3
20,2077,4
20,2171,5
20,3114,4
20,6630,5
20,8669,4
20,10288,2
20,11691,3
20,11854,3
20,12476,2
20,13282,5
20,14222,3
20,14936,3
20,17984,3
20,18313,5
20,19984,5
20,23612,4
20,24499,3
20,29031,5
20,30184,5
20,30833,5
20,30944,5
20,32923,4
20,33065,4
20,33147,1
20,33864,3
20,36099,5
20,36695,2
20,37284,5
20,41318,5
20,47800,5
20,48297,2
20,52036,2
21,8167,4
21,9731,4
21,12466,3
21,12874,4
21,14222,3
21,14546,5
21,14936,4
21,15604,4
21,15889,3
21,16913,3
21,17566,4
21,18031,5
21,19942,5
21,20076,4
21,21228,5
21,21676,5
21,23612,5
21,24582,5
21,26145,3
21,29703,4
21,29819,4
21,30313,5
21,30944,3
21,32635,5
21,32918,5
21,33147,5
21,37746,3
21,48482,4
21,51838,4
22,314,3
22,2900,4
22,4536,5
22,5115,4
22,5461,4
22,5885,4
22,10111,1
22,11691,3
22,11927,2
22,12874,5
22,13282,3
22,16377,5
22,16569,4
22,17566,4
22,17984,4
22,19984,5
22,21228,4
22,23612,1
22,24845,2
22,25164,4
22,25840,5
22,27834,4
22,29951,2
22,32055,4
22,32592,3
22,32923,4
22,33872,5
22,42574,3
22,51762,5
22,53292,5
23,3922,5
23,10249,5
23,10288,5
23,10509,2
23,11408,4
23,11927,3
23,12466,4
23,12476,4
23,14546,5
23,14603,4
23,15604,4
23,15889,3
23,16377,5
23,18100,4
23,18361,4
23,19724,5
23,19729,4
23,21228,3
23,21676,5
23,24845,5
23,26145,3
23,26718,4
23,29819,4
23,32592,4
23,41074,4
23,47476,4
23,48482,4
23,51838,4
24,2900,5
24,6634,3
24,10111,4
24,10140,3
24,10751,5
24,11999,3
24,12471,5
24,12476,4
24,13544,5
24,14546,5
24,17566,4
24,18031,5
24,18313,5
24,19724,5
24,19942,4
24,20076,4
24,21228,5
24,21713,4
24,24845,4
24,25164,4
24,29819,5
24,30283,5
24,30313,5
24,32305,5
24,32635,5
24,40126,5
24,43602,3
24,46421,5
24,51460,4
25,3022,4
25,6252,5
25,6634,3
25,8167,4
25,8454,3
25,9731,4
25,10288,5
25,10751,5
25,12476,5
25,13360,3
25,16569,4
25,16913,3
25,18031,5
25,18361,4
25,24845,4
25,26145,3
25,27934,3
25,30313,4
25,30601,4
25,32055,4
25,32635,5
25,32635,5
25,33065,5
25,41318,5
25,48559,5
25,48687,1
25,49298,5
26,588,3
26,1169,1
26,1952,3
26,6634,2
26,7001,4
26,9731,4
26,10140,2
26,11692,3
26,11927,2
26,12381,2
26,12874,5
26,14248,3
26,14285,3
26,14546,2
26,17228,4
26,21217,4
26,21713,4
26,22164,3
26,23612,4
26,24499,2
26,24582,4
26,25164,4
26,30944,3
26,31001,3
26,32055,5
26,33065,4
26,43622,3
26,45269,2
26,45554,4
26,47411,5
26,48297,3
26,48482,4
26,51838,4
27,3022,4
27,5436,5
27,10509,2
27,10944,4
27,11599,5
27,11927,5
27,12471,5
27,16569,5
27,17566,4
27,18313,5
27,18361,4
27,21676,5
27,23612,5
27,28158,4
27,30601,4
27,32055,4
27,32305,5
27,32592,4
27,32635,4
27,33147,5
27,33697,4
27,45554,3
27,49298,5
27,51460,4
28,1169,4
28,5436,5
28,9011,1
28,10111,5
28,11927,3
28,13034,4
28,13274,4
28,14248,4
28,14546,5
28,15604,5
28,17566,4
28,25182,2
28,25840,2
28,28767,1
28,32305,5
28,37834,5
28,42810,3
28,46421,5
28,46482,3
28,48440,5
28,48559,4
28,51838,4
29,3922,5
29,5645,5
29,5885,4
29,6063,5
29,6252,1
29,6342,5
29,8178,5
29,8370,3
29,8484,5
29,9246,2
29,10111,3
29,10246,5
29,11692,4
29,11868,5
29,13794,3
29,14546,5
29,17566,5
29,18798,3
29,19984,5
29,21487,3
29,21676,5
29,21733,2
29,22602,4
29,24326,4
29,26629,4
29,30601,5
29,30681,4
29,30833,5
29,32419,5
29,42404,4
29,45493,5
29,47411,3
30,725,4
30,3641,4
30,6252,3
30,9195,3
30,9722,4
30,11927,4
30,16377,5
30,16569,4
30,17242,1
30,17984,3
30,18361,4
30,19191,3
30,20363,4
30,20782,4
30,23612,4
30,24389,4
30,24582,4
30,24582,3
30,26398,4
30,33890,4
30,34531,5
30,42404,4
30,44397,4
30,46977,4
30,47746,5
30,49152,5
30,49289,5
30,49295,5
30,52469,5
30,52583,3
31,314,5
31,1169,2
31,2171,5
31,2487,4
31,3662,5
31,4536,4
31,5461,4
31,5885,5
31,8370,5
31,9246,5
31,10944,5
31,17434,5
31,17984,5
31,18798,3
31,19526,5
31,20467,3
31,20967,3
31,21676,5
31,25840,5
31,26661,4
31,28158,5
31,28767,5
31,28824,4
31,29703,5
31,32055,3
31,32305,5
31,32635,5
31,32923,3
31,33890,4
31,36695,4
31,44397,5
31,47411,4
31,47746,5
31,48559,4
31,48687,5
31,51166,4
31,51762,5
31,51838,4
32,951,5
32,2324,5
32,3087,4
32,5272,2
32,5436,4
32,8178,5
32,11691,4
32,14546,5
32,17663,4
32,18798,3
32,20967,3
32,23303,4
32,28158,4
32,29819,4
32,33697,5
32,40126,5
32,42404,4
32,42508,4
32,42810,4
32,45269,5
32,47800,4
32,51460,4
32,51480,1
32,51838,4
33,1952,4
33,2324,4
33,5461,4
33,8167,3
33,8370,5
33,10111,5
33,10246,4
33,11692,4
33,11927,5
33,13991,4
33,14603,4
33,18313,5
33,21487,4
33,21733,3
33,23576,4
33,23612,4
33,24499,3
33,27499,5
33,30681,5
33,30794,3
33,32923,5
33,42810,3
33,43622,3
33,45493,2
33,47411,3
33,47800,5
33,48482,3
33,49295,5
33,49297,5
33,50101,5
33,51460,5
33,53292,5
34,7979,3
34,19724,3
34,21228,4
34,22368,5
34,23612,1
34,24567,2
34,26097,1
34,26146,1
34,27585,4
34,28767,3
34,29353,3
34,30833,3
34,32490,1
34,32923,1
34,35259,3
34,38687,1
34,41744,3
34,43602,3
34,48297,1
34,49295,5
34,49514,2
34,50104,5
34,52583,1
35,1952,5
35,5461,4
35,6063,2
35,7563,3
35,9246,2
35,10402,4
35,11927,3
35,13360,3
35,13991,4
35,14248,3
35,15494,3
35,16177,2
35,17228,3
35,17242,3
35,19942,5
35,21487,5
35,24389,4
35,24834,4
35,24845,5
35,26097,4
35,26398,4
35,27027,2
35,30313,5
35,34688,5
35,40126,2
35,48482,3
35,49297,5
35,50096,5
35,50101,5
35,50102,5
35,50104,5
35,51166,3
35,52036,3
36,1169,5
36,7001,4
36,8454,5
36,10111,3
36,10140,4
36,10249,3
36,10610,4
36,11854,4
36,15494,4
36,16576,5
36,16913,4
36,17434,5
36,18361,4
36,20848,5
36,21724,5
36,22243,5
36,22534,5
36,23576,5
36,25164,5
36,26718,4
36,28767,4
36,32923,4
36,37834,5
36,43985,4
36,44243,3
36,45811,5
36,47800,5
36,49288,5
36,49298,5
36,50104,5
36,50133,5
36,51762,5
37,588,3
37,1169,5
37,2900,5
37,3662,4
37,3739,4
37,3922,5
37,5436,5
37,5885,5
37,8167,3
37,8178,3
37,8579,3
37,9668,4
37,10140,4
37,10146,4
37,10335,5
37,10751,4
37,11272,3
37,12381,3
37,12476,4
37,15604,5
37,16569,4
37,17643,2
37,17663,5
37,19942,4
37,21217,4
37,21487,4
37,21733,2
37,24326,5
37,25164,4
37,25840,5
37,26629,5
37,30944,5
37,32635,3
37,36099,5
37,37284,4
37,37834,5
37,38798,3
37,42810,3
37,46139,3
37,53292,5
38,1169,3
38,3922,5
38,4536,2
38,5115,3
38,5436,5
38,10402,4
38,10509,4
38,10727,5
38,10751,3
38,11285,3
38,11854,4
38,12471,1
38,13282,5
38,16569,4
38,18031,4
38,18361,4
38,19724,5
38,19729,4
38,21676,5
38,22602,4
38,23612,2
38,28824,1
38,31198,4
38,46977,4
38,47746,4
38,51762,5
39,725,4
39,3022,5
39,3922,5
39,6698,5
39,14936,5
39,15318,3
39,20076,3
39,23303,4
39,24326,5
39,25164,4
39,26282,5
39,27027,4
39,27612,5
39,28158,5
39,32745,5
39,32748,5
39,33207,5
39,33890,2
39,36695,5
39,37690,5
39,40126,4
39,43300,5
39,45269,5
39,46139,5
39,48007,5
39,48297,3
39,48482,4
39,49295,5
39,49297,5
39,50133,5
39,51166,4
39,51452,5
40,439,1
40,725,4
40,5379,3
40,6342,3
40,7001,4
40,8484,5
40,8612,3
40,9771,5
40,9804,4
40,11545,2
40,11692,5
40,11927,1
40,16377,3
40,17434,1
40,17984,4
40,18313,5
40,18361,4
40,18857,4
40,19191,4
40,22164,1
40,23612,4
40,27027,5
40,29951,1
40,30233,5
40,32055,3
40,32592,2
40,41997,4
40,49295,5
40,50102,5
40,51166,4
41,588,3
41,1136,3
41,2077,4
41,3114,4
41,6063,5
41,6323,3
41,6630,5
41,10249,5
41,10792,5
41,11927,5
41,12002,3
41,12476,2
41,13189,2
41,13282,3
41,14285,2
41,16913,3
41,29703,5
41,30283,5
41,30944,5
41,32923,4
41,35780,4
41,36695,3
41,37153,4
41,38082,4
41,40251,3
41,40490,4
41,43985,4
41,46139,3
41,48297,4
41,51166,4
41,52036,1
41,52929,4
42,1169,4
42,1952,5
42,3922,5
42,4536,5
42,5115,5
42,9246,2
42,9771,5
42,11285,5
42,11945,5
42,13776,4
42,13794,3
42,15604,4
42,17566,4
42,18798,3
42,23576,4
42,25182,4
42,26145,4
42,26244,5
42,27499,5
42,29703,5
42,30794,3
42,32419,3
42,32592,3
42,32923,5
42,36099,3
42,38475,3
42,39423,2
42,42404,5
42,45493,3
42,46139,4
42,49298,4
42,51480,4
42,53292,5
43,2900,4
43,3922,4
43,4536,3
43,6630,2
43,7001,3
43,8370,5
43,8510,5
43,10140,3
43,10944,4
43,11854,3
43,13991,4
43,14603,4
43,17643,1
43,19526,5
43,26145,4
43,27499,4
43,28767,5
43,42404,5
43,49288,5
43,49289,5
43,50101,5
43,50102,5
44,1088,1
44,5885,5
44,9731,3
44,10509,4
44,11408,3
44,11927,4
44,11945,2
44,12874,4
44,12946,3
44,13034,4
44,13282,5
44,14136,2
44,17242,3
44,18313,5
44,18857,3
44,19724,5
44,20363,2
44,26661,4
44,32033,5
44,33065,1
44,40167,4
44,43602,2
44,44397,4
44,45554,1
44,49382,5
44,51838,4
45,3922,4
45,8669,4
45,10111,4
45,10727,4
45,11599,5
45,11999,3
45,12946,4
45,14248,3
45,14372,5
45,14603,1
45,15547,2
45,16913,4
45,21733,4
45,30601,4
45,30794,3
45,30944,4
45,32748,5
45,32923,3
45,43985,4
45,48482,4
45,51480,1
46,5436,5
46,9722,3
46,10249,3
46,10509,5
46,10944,5
46,11691,5
46,13407,3
46,14603,4
46,16177,4
46,17663,5
46,21228,2
46,21713,5
46,21733,3
46,25164,3
46,26661,4
46,28767,4
46,31001,3
46,31198,5
46,32923,3
46,33890,4
46,36240,3
46,37834,3
46,42404,5
46,47411,5
46,51166,4
46,51460,4
46,51762,5
47,314,5
47,3114,5
47,6252,5
47,9246,4
47,10140,5
47,10249,3
47,10509,5
47,11599,5
47,11691,3
47,12946,5
47,16569,5
47,17663,5
47,18031,5
47,18361,5
47,23612,4
47,26661,3
47,28767,3
47,32923,3
47,35259,4
47,38082,3
47,42404,5
47,44397,5
47,47800,5
47,48687,5
47,50101,5
47,50133,5
47,52036,3
48,5115,3
48,10402,3
48,10610,5
48,10944,4
48,11868,4
48,12946,5
48,13282,5
48,13407,3
48,13544,3
48,15604,4
48,17566,4
48,19724,4
48,20782,4
48,20848,4
48,28767,3
48,32748,5
48,42810,4
48,43622,5
48,44397,5
48,45493,5
48,46482,5
48,46977,5
48,48687,5
48,49288,5
48,49289,5
48,49295,5
48,49298,3
48,53292,5
49,2077,2
49,2900,4
49,4536,2
49,5885,2
49,10727,3
49,11927,4
49,13189,4
49,14222,2
49,15604,1
49,18798,4
49,19724,3
49,19942,3
49,21228,2
49,21713,3
49,23612,3
49,24582,2
49,25164,3
49,27267,5
49,32033,5
49,32592,4
49,32918,3
49,35259,3
49,37153,4
49,41240,3
49,48297,1
49,52583,5
50,951,5
50,1952,5
50,3114,4
50,3922,5
50,5885,5
50,8484,5
50,14546,5
50,15748,1
50,17434,4
50,18100,5
50,18550,5
50,20406,4
50,21217,4
50,24834,5
50,25214,5
50,29031,5
50,31001,5
50,31198,5
50,33455,5
50,33697,4
50,33716,4
50,35259,5
50,36099,5
50,38475,4
50,44397,5
50,45493,5
50,46977,4
50,47800,5
50,49288,5
50,50133,5
51,3122,4
51,3662,3
51,7610,3
51,10249,5
51,10457,4
51,11927,3
51,12471,2
51,13282,5
51,17242,4
51,22212,3
51,23497,4
51,24011,4
51,26146,4
51,32139,3
51,32748,4
51,32918,5
51,35982,1
51,37284,3
51,37855,5
51,38082,4
51,43300,3
51,43727,2
51,44023,3
51,45493,5
51,46133,5
51,48687,5
51,49288,5
51,50101,5
51,50774,5
51,51065,2
51,52036,1
52,314,2
52,2487,3
52,6025,5
52,6063,4
52,8612,3
52,9165,2
52,9731,2
52,10249,4
52,10792,5
52,11239,4
52,11599,4
52,11927,4
52,12471,2
52,12946,4
52,13084,2
52,16046,2
52,19191,3
52,20076,2
52,21713,3
52,26146,5
52,26629,4
52,26718,2
52,26750,3
52,27267,5
52,27612,5
52,32635,4
52,35259,3
52,40251,2
53,10140,3
53,10792,5
53,11239,2
53,11945,5
53,13112,2
53,13360,2
53,13378,3
53,15604,2
53,16177,2
53,16587,2
53,18313,4
53,19729,4
53,23497,4
53,25164,4
53,26718,2
53,26942,3
53,32918,5
53,33697,3
53,35780,4
53,37284,4
53,40490,5
53,41074,4
53,43300,3
53,45498,3
53,46139,4
53,48687,5
53,50096,5
53,50104,5
53,50342,2
54,3022,4
54,4606,5
54,6252,3
54,7001,5
54,11868,5
54,12455,2
54,12471,3
54,13794,3
54,14222,4
54,19729,4
54,20406,1
54,22243,3
54,23558,3
54,24326,4
54,24845,4
54,25840,2
54,32055,3
54,36099,4
54,37690,5
54,39423,5
54,46977,4
54,48297,4
54,48482,4
54,49289,5
54,50101,5
54,50102,5
54,50133,5
54,51762,5
55,3739,4
55,5115,3
55,5461,4
55,6630,2
55,7001,3
55,7563,4
55,8484,2
55,9731,4
55,10402,3
55,10509,2
55,11691,5
55,11927,3
55,12471,4
55,12476,5
55,12874,3
55,13991,4
55,16377,5
55,17566,3
55,19526,5
55,20076,3
55,20848,3
55,21713,3
55,25164,4
55,25214,5
55,32635,4
55,33697,5
55,38080,3
55,43622,3
55,48559,2
55,50104,5
55,51838,5
56,588,1
56,1677,5
56,2900,5
56,6063,4
56,8612,3
56,9165,3
56,10249,3
56,10256,5
56,11239,4
56,11285,2
56,11854,1
56,11927,5
56,13189,2
56,13378,3
56,15020,2
56,16046,2
56,18031,3
56,18316,2
56,19191,3
56,19942,4
56,20848,4
56,21228,3
56,22212,4
56,23612,3
56,26097,3
56,32033,5
56,32918,5
56,36099,4
56,37035,3
56,37153,3
56,37834,3
56,39452,3
56,39933,4
56,43602,3
56,48297,1
56,48482,3
56,52583,3
57,5115,5
57,5461,4
57,6630,4
57,8167,3
57,11927,2
57,13095,3
57,16569,2
57,17434,5
57,17984,3
57,19724,3
57,19729,4
57,23576,2
57,23612,4
57,24326,3
57,24499,4
57,27027,5
57,29951,2
57,30313,5
57,32305,4
57,32748,4
57,33716,5
57,34688,3
57,47746,5
57,48559,5
57,48687,5
57,51166,4
58,3087,5
58,5272,4
58,6063,3
58,8484,4
58,8510,4
58,10111,5
58,10402,4
58,11691,4
58,11868,3
58,11927,2
58,12455,4
58,12874,4
58,13034,4
58,13794,4
58,14248,4
58,15547,3
58,17566,4
58,20406,4
58,21228,2
58,21733,3
58,23576,4
58,28824,4
58,29689,5
58,30283,3
58,30681,3
58,30794,4
58,32305,5
58,32592,4
58,33697,5
58,33872,4
58,40126,5
58,48559,5
58,51838,4
59,3922,5
59,5115,4
59,9011,4
59,10146,5
59,10335,5
59,11285,3
59,14603,4
59,18313,5
59,19724,5
59,20967,5
59,21487,5
59,23576,4
59,23612,4
59,24499,3
59,26145,4
59,33065,4
59,33697,4
59,35146,4
59,42574,2
59,47411,3
59,47478,2
59,47800,5
59,48559,4
59,50133,5
59,50999,4
59,51460,4
60,3087,5
60,3641,5
60,4536,3
60,5379,4
60,5461,5
60,6630,4
60,6698,4
60,9011,1
60,11408,4
60,11445,4
60,11599,4
60,11945,5
60,13794,4
60,14222,3
60,14248,4
60,17984,3
60,19171,5
60,21724,4
60,22534,4
60,23612,3
60,24845,5
60,26244,5
60,29123,3
60,29951,4
60,30313,4
60,32055,3
60,32305,4
60,32592,4
60,32748,3
60,37834,4
60,38080,3
60,39423,4
60,41318,4
60,42508,4
60,43985,3
60,48559,5
60,51838,5
61,1952,4
61,5357,4
61,6016,3
61,7674,3
61,8286,3
61,8454,2
61,9195,4
61,11599,4
61,14234,4
61,14585,3
61,14839,4
61,15608,3
61,16576,3
61,17105,3
61,17832,4
61,18957,5
61,20375,3
61,20782,4
61,21851,3
61,26244,1
61,29703,4
61,32809,4
61,33119,5
61,33207,4
61,37153,3
61,41062,5
61,48440,5
61,49184,4
61,50133,5
61,50976,4
61,52469,5
61,52583,4
62,2077,2
62,3641,5
62,3922,4
62,5272,5
62,6630,4
62,6634,4
62,8440,4
62,10140,2
62,10246,4
62,10249,4
62,10509,2
62,11854,5
62,13879,4
62,14222,3
62,14285,2
62,15318,3
62,17643,5
62,18313,5
62,18550,4
62,19984,5
62,24845,5
62,25164,4
62,28158,3
62,28831,4
62,31001,5
62,32055,5
62,32305,2
62,33697,3
62,36099,5
62,37690,4
62,40490,5
62,45493,5
63,439,3
63,8167,3
63,9731,3
63,10140,4
63,10944,4
63,11272,4
63,11285,3
63,14372,4
63,17228,5
63,17643,1
63,18313,4
63,20848,5
63,22164,4
63,22602,5
63,24326,4
63,24389,3
63,26661,5
63,27499,5
63,32305,4
63,33872,3
63,35146,4
63,39423,3
63,47800,5
63,48559,4
63,49298,4
63,51838,4
64,439,3
64,3662,3
64,4536,4
64,7979,5
64,8710,4
64,8909,4
64,9804,4
64,10727,3
64,11599,4
64,11691,3
64,11692,4
64,11927,3
64,13991,4
64,16377,1
64,18031,5
64,19668,5
64,20076,3
64,21676,4
64,24326,4
64,26282,4
64,26661,4
64,27612,3
64,29703,5
64,30601,3
64,32055,3
64,33716,2
64,33890,3
64,35259,5
64,36240,5
64,37153,4
64,38080,2
64,38798,4
64,42404,5
64,47476,2
64,47730,5
64,47746,5
65,1677,3
65,3641,5
65,5379,4
65,5461,5
65,7001,5
65,9246,2
65,10246,4
65,10402,3
65,11691,4
65,16377,5
65,19526,5
65,21217,3
65,21487,3
65,25182,5
65,25840,3
65,26883,4
65,27499,5
65,28158,3
65,32923,4
65,33716,4
65,42404,4
65,42574,5
65,45554,5
65,48482,4
66,314,4
66,588,4
66,3739,4
66,5115,5
66,5461,5
66,8484,2
66,9246,3
66,9731,2
66,10509,3
66,11285,5
66,12455,2
66,12874,5
66,13282,5
66,13794,4
66,14603,3
66,18550,5
66,19171,5
66,19724,4
66,19984,5
66,20467,4
66,21733,4
66,22164,5
66,22602,3
66,23576,5
66,27612,5
66,27834,4
66,28767,5
66,30313,5
66,30794,5
66,32592,4
66,36099,4
66,40126,4
66,42574,2
66,43037,5
66,45493,1
66,46977,4
66,48687,5
66,49298,3
66,51480,5
67,439,4
67,3641,5
67,5629,4
67,6063,3
67,7001,5
67,9246,5
67,10111,4
67,10402,5
67,10610,5
67,11272,1
67,11599,3
67,11854,3
67,11945,5
67,12874,4
67,13879,3
67,13991,4
67,14248,3
67,15748,4
67,17984,5
67,20467,3
67,21733,2
67,22602,4
67,24326,3
67,24499,3
67,28767,3
